Editorial,Genero,Plataforma,Nombre,Plataforma,Región,Venta Millones
Electronic Arts,Simulation,Wii,The Sims 2: Castaway,Wii,Japón,$0
Electronic Arts,Simulation,Wii,The Sims 2: Castaway,Wii,Norte América,"$0,45"
Electronic Arts,Simulation,Wii,The Sims 2: Castaway,Wii,Otros,"$0,14"
Electronic Arts,Simulation,PC,The Sims 2: Family Fun Stuff,PC,Europa,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Family Fun Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Family Fun Stuff,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 2: Family Fun Stuff,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims 2: Glamour Life Stuff,PC,Europa,"$0,03"
Electronic Arts,Simulation,PC,The Sims 2: Glamour Life Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Glamour Life Stuff,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 2: Glamour Life Stuff,PC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Happy Holiday Stuff,PC,Europa,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Happy Holiday Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Happy Holiday Stuff,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Happy Holiday Stuff,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims 2: Ikea Home Stuff,PC,Europa,"$0,07"
Electronic Arts,Simulation,PC,The Sims 2: Ikea Home Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Ikea Home Stuff,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 2: Ikea Home Stuff,PC,Otros,"$0,02"
Electronic Arts,Simulation,PC,The Sims 2: Nightlife,PC,Europa,"$0,05"
Electronic Arts,Simulation,PC,The Sims 2: Nightlife,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Nightlife,PC,Norte América,"$1,22"
Electronic Arts,Simulation,PC,The Sims 2: Nightlife,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims 2: Open for Business,PC,Europa,"$0,05"
Electronic Arts,Simulation,PC,The Sims 2: Open for Business,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Open for Business,PC,Norte América,"$0,46"
Electronic Arts,Simulation,PC,The Sims 2: Open for Business,PC,Otros,$0
Electronic Arts,Simulation,DS,The Sims 2: Pets,DS,Europa,"$0,94"
Electronic Arts,Simulation,DS,The Sims 2: Pets,DS,Japón,$0
Electronic Arts,Simulation,DS,The Sims 2: Pets,DS,Norte América,"$0,92"
Electronic Arts,Simulation,DS,The Sims 2: Pets,DS,Otros,"$0,22"
Electronic Arts,Simulation,GC,The Sims 2: Pets,GC,Europa,"$0,05"
Electronic Arts,Simulation,GC,The Sims 2: Pets,GC,Japón,$0
Electronic Arts,Simulation,GC,The Sims 2: Pets,GC,Norte América,"$0,21"
Electronic Arts,Simulation,GC,The Sims 2: Pets,GC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Pets,PC,Europa,"$0,02"
Electronic Arts,Simulation,PC,The Sims 2: Pets,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Pets,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Pets,PC,Otros,"$0,01"
Electronic Arts,Simulation,PS2,The Sims 2: Pets,PS2,Europa,"$0,01"
Electronic Arts,Simulation,PS2,The Sims 2: Pets,PS2,Japón,$0
Electronic Arts,Simulation,PS2,The Sims 2: Pets,PS2,Norte América,"$0,02"
Electronic Arts,Simulation,PS2,The Sims 2: Pets,PS2,Otros,"$0,27"
Electronic Arts,Simulation,PSP,The Sims 2: Pets,PSP,Europa,"$0,39"
Electronic Arts,Simulation,PSP,The Sims 2: Pets,PSP,Japón,$0
Electronic Arts,Simulation,PSP,The Sims 2: Pets,PSP,Norte América,"$0,19"
Electronic Arts,Simulation,PSP,The Sims 2: Pets,PSP,Otros,"$0,22"
Electronic Arts,Simulation,Wii,The Sims 2: Pets,Wii,Europa,"$0,03"
Electronic Arts,Simulation,Wii,The Sims 2: Pets,Wii,Japón,$0
Electronic Arts,Simulation,Wii,The Sims 2: Pets,Wii,Norte América,"$0,42"
Electronic Arts,Simulation,Wii,The Sims 2: Pets,Wii,Otros,"$0,04"
Electronic Arts,Simulation,PC,The Sims 2: Seasons,PC,Europa,"$0,04"
Electronic Arts,Simulation,PC,The Sims 2: Seasons,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: Seasons,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: Seasons,PC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: University,PC,Europa,"$0,04"
Electronic Arts,Simulation,PC,The Sims 2: University,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 2: University,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 2: University,PC,Otros,"$0,01"
Electronic Arts,Simulation,3DS,The Sims 3,3DS,Europa,"$0,37"
Electronic Arts,Simulation,3DS,The Sims 3,3DS,Japón,"$0,03"
Electronic Arts,Simulation,3DS,The Sims 3,3DS,Norte América,"$0,3"
Electronic Arts,Simulation,3DS,The Sims 3,3DS,Otros,"$0,07"
Electronic Arts,Simulation,DS,The Sims 3,DS,Europa,"$0,25"
Electronic Arts,Simulation,DS,The Sims 3,DS,Japón,$0
Electronic Arts,Simulation,DS,The Sims 3,DS,Norte América,"$0,39"
Electronic Arts,Simulation,DS,The Sims 3,DS,Otros,"$0,06"
Electronic Arts,Simulation,PC,The Sims 3,PC,Europa,"$6,42"
Electronic Arts,Simulation,PC,The Sims 3,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3,PC,Norte América,"$0,98"
Electronic Arts,Simulation,PC,The Sims 3,PC,Otros,"$0,71"
Electronic Arts,Simulation,PS3,The Sims 3,PS3,Europa,"$0,97"
Electronic Arts,Simulation,PS3,The Sims 3,PS3,Japón,"$0,02"
Electronic Arts,Simulation,PS3,The Sims 3,PS3,Norte América,"$0,73"
Electronic Arts,Simulation,PS3,The Sims 3,PS3,Otros,"$0,34"
Electronic Arts,Simulation,Wii,The Sims 3,Wii,Europa,"$0,73"
Electronic Arts,Simulation,Wii,The Sims 3,Wii,Japón,$0
Electronic Arts,Simulation,Wii,The Sims 3,Wii,Norte América,"$0,61"
Electronic Arts,Simulation,Wii,The Sims 3,Wii,Otros,"$0,15"
Electronic Arts,Simulation,X360,The Sims 3,X360,Europa,"$0,86"
Electronic Arts,Simulation,X360,The Sims 3,X360,Japón,$0
Electronic Arts,Simulation,X360,The Sims 3,X360,Norte América,"$1,27"
Electronic Arts,Simulation,X360,The Sims 3,X360,Otros,"$0,2"
Electronic Arts,Simulation,PC,The Sims 3: Ambitions,PC,Europa,"$0,29"
Electronic Arts,Simulation,PC,The Sims 3: Ambitions,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Ambitions,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 3: Ambitions,PC,Otros,"$0,18"
Electronic Arts,Simulation,PC,The Sims 3: Barnacle Bay,PC,Europa,$0
Electronic Arts,Simulation,PC,The Sims 3: Barnacle Bay,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Barnacle Bay,PC,Norte América,"$0,07"
Electronic Arts,Simulation,PC,The Sims 3: Barnacle Bay,PC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims 3: Fast Lane Stuff,PC,Europa,"$0,05"
Electronic Arts,Simulation,PC,The Sims 3: Fast Lane Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Fast Lane Stuff,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 3: Fast Lane Stuff,PC,Otros,"$0,02"
Electronic Arts,Simulation,PC,The Sims 3: Generations,PC,Europa,"$0,23"
Electronic Arts,Simulation,PC,The Sims 3: Generations,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Generations,PC,Norte América,"$0,4"
Electronic Arts,Simulation,PC,The Sims 3: Generations,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims 3: High-End Loft Stuff,PC,Europa,"$0,53"
Electronic Arts,Simulation,PC,The Sims 3: High-End Loft Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: High-End Loft Stuff,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims 3: High-End Loft Stuff,PC,Otros,"$0,12"
Electronic Arts,Simulation,PC,The Sims 3: Late Night Expansion Pack,PC,Europa,"$0,87"
Electronic Arts,Simulation,PC,The Sims 3: Late Night Expansion Pack,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Late Night Expansion Pack,PC,Norte América,"$0,59"
Electronic Arts,Simulation,PC,The Sims 3: Late Night Expansion Pack,PC,Otros,"$0,25"
Electronic Arts,Simulation,PC,The Sims 3: Outdoor Living Stuff,PC,Europa,"$0,38"
Electronic Arts,Simulation,PC,The Sims 3: Outdoor Living Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Outdoor Living Stuff,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 3: Outdoor Living Stuff,PC,Otros,"$0,09"
Electronic Arts,Simulation,PC,The Sims 3: Seasons,PC,Europa,"$0,13"
Electronic Arts,Simulation,PC,The Sims 3: Seasons,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Seasons,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 3: Seasons,PC,Otros,"$0,03"
Electronic Arts,Simulation,PC,The Sims 3: Town Life Stuff,PC,Europa,"$0,17"
Electronic Arts,Simulation,PC,The Sims 3: Town Life Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: Town Life Stuff,PC,Norte América,"$0,11"
Electronic Arts,Simulation,PC,The Sims 3: Town Life Stuff,PC,Otros,"$0,05"
Electronic Arts,Simulation,PC,The Sims 3: World Adventures,PC,Europa,"$0,18"
Electronic Arts,Simulation,PC,The Sims 3: World Adventures,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 3: World Adventures,PC,Norte América,"$0,02"
Electronic Arts,Simulation,PC,The Sims 3: World Adventures,PC,Otros,"$0,39"
Electronic Arts,Simulation,PC,The Sims 4,PC,Europa,"$1,72"
Electronic Arts,Simulation,PC,The Sims 4,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 4,PC,Norte América,"$0,96"
Electronic Arts,Simulation,PC,The Sims 4,PC,Otros,"$0,29"
Electronic Arts,Simulation,PC,The Sims 4: Get Together,PC,Europa,"$0,13"
Electronic Arts,Simulation,PC,The Sims 4: Get Together,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 4: Get Together,PC,Norte América,"$0,05"
Electronic Arts,Simulation,PC,The Sims 4: Get Together,PC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims 4: Luxury Party Stuff,PC,Europa,"$0,01"
Electronic Arts,Simulation,PC,The Sims 4: Luxury Party Stuff,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 4: Luxury Party Stuff,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 4: Luxury Party Stuff,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims 4: Spa Day,PC,Europa,"$0,04"
Electronic Arts,Simulation,PC,The Sims 4: Spa Day,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims 4: Spa Day,PC,Norte América,$0
Electronic Arts,Simulation,PC,The Sims 4: Spa Day,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims Deluxe,PC,Europa,"$0,02"
Electronic Arts,Simulation,PC,The Sims Deluxe,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims Deluxe,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims Deluxe,PC,Otros,"$0,01"
Electronic Arts,Simulation,PC,The Sims Medieval: Pirates and Nobles,PC,Europa,"$0,08"
Electronic Arts,Simulation,PC,The Sims Medieval: Pirates and Nobles,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims Medieval: Pirates and Nobles,PC,Norte América,"$0,05"
Electronic Arts,Simulation,PC,The Sims Medieval: Pirates and Nobles,PC,Otros,"$0,02"
Electronic Arts,Simulation,GBA,The Sims: Bustin' Out,GBA,Europa,"$0,35"
Electronic Arts,Simulation,GBA,The Sims: Bustin' Out,GBA,Japón,$0
Electronic Arts,Simulation,GBA,The Sims: Bustin' Out,GBA,Norte América,"$0,93"
Electronic Arts,Simulation,GBA,The Sims: Bustin' Out,GBA,Otros,"$0,06"
Electronic Arts,Simulation,GC,The Sims: Bustin' Out,GC,Europa,"$0,2"
Electronic Arts,Simulation,GC,The Sims: Bustin' Out,GC,Japón,$0
Electronic Arts,Simulation,GC,The Sims: Bustin' Out,GC,Norte América,"$0,43"
Electronic Arts,Simulation,GC,The Sims: Bustin' Out,GC,Otros,"$0,03"
Electronic Arts,Simulation,PS2,The Sims: Bustin' Out,PS2,Europa,"$1,19"
Electronic Arts,Simulation,PS2,The Sims: Bustin' Out,PS2,Japón,$0
Electronic Arts,Simulation,PS2,The Sims: Bustin' Out,PS2,Norte América,"$1,07"
Electronic Arts,Simulation,PS2,The Sims: Bustin' Out,PS2,Otros,"$0,18"
Electronic Arts,Simulation,XB,The Sims: Bustin' Out,XB,Europa,"$0,14"
Electronic Arts,Simulation,XB,The Sims: Bustin' Out,XB,Japón,$0
Electronic Arts,Simulation,XB,The Sims: Bustin' Out,XB,Norte América,"$0,4"
Electronic Arts,Simulation,XB,The Sims: Bustin' Out,XB,Otros,"$0,02"
Electronic Arts,Simulation,PC,The Sims: Complete Collection,PC,Europa,"$0,01"
Electronic Arts,Simulation,PC,The Sims: Complete Collection,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Complete Collection,PC,Norte América,"$0,01"
Electronic Arts,Simulation,PC,The Sims: Complete Collection,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims: Hot Date,PC,Europa,$0
Electronic Arts,Simulation,PC,The Sims: Hot Date,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Hot Date,PC,Norte América,"$1,81"
Electronic Arts,Simulation,PC,The Sims: Hot Date,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims: House Party,PC,Europa,"$0,83"
Electronic Arts,Simulation,PC,The Sims: House Party,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: House Party,PC,Norte América,"$1,23"
Electronic Arts,Simulation,PC,The Sims: House Party,PC,Otros,"$0,1"
Electronic Arts,Simulation,PC,The Sims: Makin' Magic,PC,Europa,"$0,8"
Electronic Arts,Simulation,PC,The Sims: Makin' Magic,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Makin' Magic,PC,Norte América,"$1,03"
Electronic Arts,Simulation,PC,The Sims: Makin' Magic,PC,Otros,"$0,09"
Electronic Arts,Simulation,PC,The Sims: Medieval,PC,Europa,"$0,32"
Electronic Arts,Simulation,PC,The Sims: Medieval,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Medieval,PC,Norte América,"$0,27"
Electronic Arts,Simulation,PC,The Sims: Medieval,PC,Otros,"$0,1"
Electronic Arts,Simulation,PC,The Sims: Superstar,PC,Europa,$0
Electronic Arts,Simulation,PC,The Sims: Superstar,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Superstar,PC,Norte América,"$1,67"
Electronic Arts,Simulation,PC,The Sims: Superstar,PC,Otros,$0
Electronic Arts,Simulation,PC,The Sims: Unleashed,PC,Europa,"$1,56"
Electronic Arts,Simulation,PC,The Sims: Unleashed,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Unleashed,PC,Norte América,"$2,03"
Electronic Arts,Simulation,PC,The Sims: Unleashed,PC,Otros,"$0,17"
Electronic Arts,Simulation,PC,The Sims: Vacation,PC,Europa,"$1,21"
Electronic Arts,Simulation,PC,The Sims: Vacation,PC,Japón,$0
Electronic Arts,Simulation,PC,The Sims: Vacation,PC,Norte América,"$1,72"
Electronic Arts,Simulation,PC,The Sims: Vacation,PC,Otros,"$0,14"
Electronic Arts,Simulation,GBA,The Urbz: Sims in the City,GBA,Europa,"$0,22"
Electronic Arts,Simulation,GBA,The Urbz: Sims in the City,GBA,Japón,$0
Electronic Arts,Simulation,GBA,The Urbz: Sims in the City,GBA,Norte América,"$0,37"
Electronic Arts,Simulation,GBA,The Urbz: Sims in the City,GBA,Otros,"$0,03"
Electronic Arts,Simulation,GC,The Urbz: Sims in the City,GC,Europa,"$0,14"
Electronic Arts,Simulation,GC,The Urbz: Sims in the City,GC,Japón,$0
Electronic Arts,Simulation,GC,The Urbz: Sims in the City,GC,Norte América,"$0,24"
Electronic Arts,Simulation,GC,The Urbz: Sims in the City,GC,Otros,"$0,02"
Electronic Arts,Simulation,PS2,The Urbz: Sims in the City,PS2,Europa,"$0,95"
Electronic Arts,Simulation,PS2,The Urbz: Sims in the City,PS2,Japón,$0
Electronic Arts,Simulation,PS2,The Urbz: Sims in the City,PS2,Norte América,"$0,52"
Electronic Arts,Simulation,PS2,The Urbz: Sims in the City,PS2,Otros,"$0,29"
Electronic Arts,Simulation,XB,The Urbz: Sims in the City,XB,Europa,"$0,11"
Electronic Arts,Simulation,XB,The Urbz: Sims in the City,XB,Japón,$0
Electronic Arts,Simulation,XB,The Urbz: Sims in the City,XB,Norte América,"$0,22"
Electronic Arts,Simulation,XB,The Urbz: Sims in the City,XB,Otros,"$0,01"
Electronic Arts,Simulation,DS,The Urbz: Sims in the City (all regions sales),DS,Europa,"$0,01"
Electronic Arts,Simulation,DS,The Urbz: Sims in the City (all regions sales),DS,Japón,"$0,02"
Electronic Arts,Simulation,DS,The Urbz: Sims in the City (all regions sales),DS,Norte América,"$0,4"
Electronic Arts,Simulation,DS,The Urbz: Sims in the City (all regions sales),DS,Otros,$0
Electronic Arts,Simulation,DS,The Urbz: Sims In the City (US weekly sales),DS,Europa,$0
Electronic Arts,Simulation,DS,The Urbz: Sims In the City (US weekly sales),DS,Japón,$0
Electronic Arts,Simulation,DS,The Urbz: Sims In the City (US weekly sales),DS,Norte América,"$0,27"
Electronic Arts,Simulation,DS,The Urbz: Sims In the City (US weekly sales),DS,Otros,"$0,02"
Electronic Arts,Simulation,DS,Theme Park,DS,Europa,"$0,03"
Electronic Arts,Simulation,DS,Theme Park,DS,Japón,"$0,03"
Electronic Arts,Simulation,DS,Theme Park,DS,Norte América,$0
Electronic Arts,Simulation,DS,Theme Park,DS,Otros,$0
Electronic Arts,Simulation,PS,Theme Park,PS,Europa,"$0,16"
Electronic Arts,Simulation,PS,Theme Park,PS,Japón,"$0,13"
Electronic Arts,Simulation,PS,Theme Park,PS,Norte América,"$0,24"
Electronic Arts,Simulation,PS,Theme Park,PS,Otros,"$0,04"
Electronic Arts,Simulation,SAT,Theme Park,SAT,Europa,$0
Electronic Arts,Simulation,SAT,Theme Park,SAT,Japón,"$0,08"
Electronic Arts,Simulation,SAT,Theme Park,SAT,Norte América,$0
Electronic Arts,Simulation,SAT,Theme Park,SAT,Otros,$0
Electronic Arts,Sports,GC,2002 FIFA World Cup,GC,Europa,"$0,01"
Electronic Arts,Sports,GC,2002 FIFA World Cup,GC,Japón,$0
Electronic Arts,Sports,GC,2002 FIFA World Cup,GC,Norte América,"$0,04"
Electronic Arts,Sports,GC,2002 FIFA World Cup,GC,Otros,$0
Electronic Arts,Sports,PS2,2002 FIFA World Cup,PS2,Europa,"$0,17"
Electronic Arts,Sports,PS2,2002 FIFA World Cup,PS2,Japón,"$0,16"
Electronic Arts,Sports,PS2,2002 FIFA World Cup,PS2,Norte América,"$0,21"
Electronic Arts,Sports,PS2,2002 FIFA World Cup,PS2,Otros,"$0,06"
Electronic Arts,Sports,XB,2002 FIFA World Cup,XB,Europa,"$0,04"
Electronic Arts,Sports,XB,2002 FIFA World Cup,XB,Japón,$0
Electronic Arts,Sports,XB,2002 FIFA World Cup,XB,Norte América,"$0,14"
Electronic Arts,Sports,XB,2002 FIFA World Cup,XB,Otros,"$0,01"
Electronic Arts,Sports,PS3,2010 FIFA World Cup South Africa,PS3,Europa,"$0,64"
Electronic Arts,Sports,PS3,2010 FIFA World Cup South Africa,PS3,Japón,"$0,07"
Electronic Arts,Sports,PS3,2010 FIFA World Cup South Africa,PS3,Norte América,"$0,3"
Electronic Arts,Sports,PS3,2010 FIFA World Cup South Africa,PS3,Otros,"$0,22"
Electronic Arts,Sports,PSP,2010 FIFA World Cup South Africa,PSP,Europa,"$0,24"
Electronic Arts,Sports,PSP,2010 FIFA World Cup South Africa,PSP,Japón,"$0,03"
Electronic Arts,Sports,PSP,2010 FIFA World Cup South Africa,PSP,Norte América,"$0,09"
Electronic Arts,Sports,PSP,2010 FIFA World Cup South Africa,PSP,Otros,"$0,12"
Electronic Arts,Sports,Wii,2010 FIFA World Cup South Africa,Wii,Europa,"$0,15"
Electronic Arts,Sports,Wii,2010 FIFA World Cup South Africa,Wii,Japón,"$0,01"
Electronic Arts,Sports,Wii,2010 FIFA World Cup South Africa,Wii,Norte América,"$0,23"
Electronic Arts,Sports,Wii,2010 FIFA World Cup South Africa,Wii,Otros,"$0,04"
Electronic Arts,Sports,X360,2010 FIFA World Cup South Africa,X360,Europa,"$0,43"
Electronic Arts,Sports,X360,2010 FIFA World Cup South Africa,X360,Japón,"$0,02"
Electronic Arts,Sports,X360,2010 FIFA World Cup South Africa,X360,Norte América,"$0,32"
Electronic Arts,Sports,X360,2010 FIFA World Cup South Africa,X360,Otros,"$0,09"
Electronic Arts,Sports,PS3,2014 FIFA World Cup Brazil,PS3,Europa,"$0,39"
Electronic Arts,Sports,PS3,2014 FIFA World Cup Brazil,PS3,Japón,"$0,01"
Electronic Arts,Sports,PS3,2014 FIFA World Cup Brazil,PS3,Norte América,"$0,15"
Electronic Arts,Sports,PS3,2014 FIFA World Cup Brazil,PS3,Otros,"$0,16"
Electronic Arts,Sports,X360,2014 FIFA World Cup Brazil,X360,Europa,"$0,28"
Electronic Arts,Sports,X360,2014 FIFA World Cup Brazil,X360,Japón,$0
Electronic Arts,Sports,X360,2014 FIFA World Cup Brazil,X360,Norte América,"$0,14"
Electronic Arts,Sports,X360,2014 FIFA World Cup Brazil,X360,Otros,"$0,04"
Electronic Arts,Sports,PS2,Arena Football,PS2,Europa,"$0,22"
Electronic Arts,Sports,PS2,Arena Football,PS2,Japón,$0
Electronic Arts,Sports,PS2,Arena Football,PS2,Norte América,"$0,28"
Electronic Arts,Sports,PS2,Arena Football,PS2,Otros,"$0,07"
Electronic Arts,Sports,XB,Arena Football,XB,Europa,"$0,03"
Electronic Arts,Sports,XB,Arena Football,XB,Japón,$0
Electronic Arts,Sports,XB,Arena Football,XB,Norte América,"$0,11"
Electronic Arts,Sports,XB,Arena Football,XB,Otros,"$0,01"
Electronic Arts,Sports,Wii,Celebrity Sports Showdown,Wii,Europa,"$0,22"
Electronic Arts,Sports,Wii,Celebrity Sports Showdown,Wii,Japón,$0
Electronic Arts,Sports,Wii,Celebrity Sports Showdown,Wii,Norte América,"$0,18"
Electronic Arts,Sports,Wii,Celebrity Sports Showdown,Wii,Otros,"$0,05"
Electronic Arts,Sports,PS,Championship Bass,PS,Europa,"$0,12"
Electronic Arts,Sports,PS,Championship Bass,PS,Japón,$0
Electronic Arts,Sports,PS,Championship Bass,PS,Norte América,"$0,18"
Electronic Arts,Sports,PS,Championship Bass,PS,Otros,"$0,02"
Electronic Arts,Sports,N64,CyberTiger,N64,Europa,"$0,01"
Electronic Arts,Sports,N64,CyberTiger,N64,Japón,$0
Electronic Arts,Sports,N64,CyberTiger,N64,Norte América,"$0,05"
Electronic Arts,Sports,N64,CyberTiger,N64,Otros,$0
Electronic Arts,Sports,PS,CyberTiger,PS,Europa,"$0,22"
Electronic Arts,Sports,PS,CyberTiger,PS,Japón,$0
Electronic Arts,Sports,PS,CyberTiger,PS,Norte América,"$0,33"
Electronic Arts,Sports,PS,CyberTiger,PS,Otros,"$0,04"
Electronic Arts,Sports,PS2,Disney Golf,PS2,Europa,"$0,06"
Electronic Arts,Sports,PS2,Disney Golf,PS2,Japón,"$0,02"
Electronic Arts,Sports,PS2,Disney Golf,PS2,Norte América,"$0,07"
Electronic Arts,Sports,PS2,Disney Golf,PS2,Otros,"$0,02"
Electronic Arts,Sports,DS,EA Playground,DS,Europa,"$0,01"
Electronic Arts,Sports,DS,EA Playground,DS,Japón,$0
Electronic Arts,Sports,DS,EA Playground,DS,Norte América,"$0,29"
Electronic Arts,Sports,DS,EA Playground,DS,Otros,"$0,03"
Electronic Arts,Sports,Wii,EA Playground,Wii,Europa,"$0,48"
Electronic Arts,Sports,Wii,EA Playground,Wii,Japón,$0
Electronic Arts,Sports,Wii,EA Playground,Wii,Norte América,"$0,69"
Electronic Arts,Sports,Wii,EA Playground,Wii,Otros,"$0,13"
Electronic Arts,Sports,Wii,EA Sports Active,Wii,Europa,"$1,36"
Electronic Arts,Sports,Wii,EA Sports Active,Wii,Japón,"$0,06"
Electronic Arts,Sports,Wii,EA Sports Active,Wii,Norte América,"$2,1"
Electronic Arts,Sports,Wii,EA Sports Active,Wii,Otros,"$0,4"
Electronic Arts,Sports,PS3,EA Sports Active 2,PS3,Europa,"$0,28"
Electronic Arts,Sports,PS3,EA Sports Active 2,PS3,Japón,$0
Electronic Arts,Sports,PS3,EA Sports Active 2,PS3,Norte América,"$0,52"
Electronic Arts,Sports,PS3,EA Sports Active 2,PS3,Otros,"$0,12"
Electronic Arts,Sports,Wii,EA Sports Active 2,Wii,Europa,"$0,4"
Electronic Arts,Sports,Wii,EA Sports Active 2,Wii,Japón,$0
Electronic Arts,Sports,Wii,EA Sports Active 2,Wii,Norte América,"$0,78"
Electronic Arts,Sports,Wii,EA Sports Active 2,Wii,Otros,"$0,11"
Electronic Arts,Sports,X360,EA Sports Active 2,X360,Europa,"$0,17"
Electronic Arts,Sports,X360,EA Sports Active 2,X360,Japón,$0
Electronic Arts,Sports,X360,EA Sports Active 2,X360,Norte América,"$0,18"
Electronic Arts,Sports,X360,EA Sports Active 2,X360,Otros,"$0,04"
Electronic Arts,Sports,Wii,EA Sports Active NFL Training Camp,Wii,Europa,$0
Electronic Arts,Sports,Wii,EA Sports Active NFL Training Camp,Wii,Japón,$0
Electronic Arts,Sports,Wii,EA Sports Active NFL Training Camp,Wii,Norte América,"$0,77"
Electronic Arts,Sports,Wii,EA Sports Active NFL Training Camp,Wii,Otros,"$0,05"
Electronic Arts,Sports,Wii,EA Sports Active: More Workouts,Wii,Europa,"$0,28"
Electronic Arts,Sports,Wii,EA Sports Active: More Workouts,Wii,Japón,$0
Electronic Arts,Sports,Wii,EA Sports Active: More Workouts,Wii,Norte América,"$0,78"
Electronic Arts,Sports,Wii,EA Sports Active: More Workouts,Wii,Otros,"$0,1"
Electronic Arts,Sports,Wii,EA Sports Grand Slam Tennis,Wii,Europa,"$0,52"
Electronic Arts,Sports,Wii,EA Sports Grand Slam Tennis,Wii,Japón,"$0,02"
Electronic Arts,Sports,Wii,EA Sports Grand Slam Tennis,Wii,Norte América,"$0,29"
Electronic Arts,Sports,Wii,EA Sports Grand Slam Tennis,Wii,Otros,"$0,11"
Electronic Arts,Sports,PS4,EA Sports UFC,PS4,Europa,"$0,4"
Electronic Arts,Sports,PS4,EA Sports UFC,PS4,Japón,"$0,01"
Electronic Arts,Sports,PS4,EA Sports UFC,PS4,Norte América,"$0,46"
Electronic Arts,Sports,PS4,EA Sports UFC,PS4,Otros,"$0,17"
Electronic Arts,Sports,XOne,EA Sports UFC,XOne,Europa,"$0,12"
Electronic Arts,Sports,XOne,EA Sports UFC,XOne,Japón,$0
